x	y	TVDss	Layer	Prediction	WellName	perm
689340.706	5072557.328	1408.844	7.0	0.05604085	REZOVACCKE_KRCCEVINE-1	0.054
689340.706	5072557.328	1409.844	7.0	0.05604085	REZOVACCKE_KRCCEVINE-1	0.109
689340.706	5072557.328	1410.844	7.0	0.05604085	REZOVACCKE_KRCCEVINE-1	0.192
689340.706	5072557.328	1411.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.057
689340.706	5072557.328	1412.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.208
689340.706	5072557.328	1413.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.01
689340.706	5072557.328	1414.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.084
689340.706	5072557.328	1415.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1416.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1417.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.001
689340.706	5072557.328	1418.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.006
689340.706	5072557.328	1419.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.119
689340.706	5072557.328	1420.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.035
689340.706	5072557.328	1421.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.005
689340.706	5072557.328	1422.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.236
689340.706	5072557.328	1423.844	7.0	0.09007061	REZOVACCKE_KRCCEVINE-1	0.107
689340.706	5072557.328	1424.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.103
689340.706	5072557.328	1425.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.041
689340.706	5072557.328	1426.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.071
689340.706	5072557.328	1427.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.07
689340.706	5072557.328	1428.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.048
689340.706	5072557.328	1429.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.122
689340.706	5072557.328	1430.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1431.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1432.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.025
689340.706	5072557.328	1433.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.001
689340.706	5072557.328	1434.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.416
689340.706	5072557.328	1435.844	7.0	0.060653668	REZOVACCKE_KRCCEVINE-1	0.018
689340.706	5072557.328	1436.844	7.0	0.10427291	REZOVACCKE_KRCCEVINE-1	0.003
689340.706	5072557.328	1437.844	7.0	0.10427291	REZOVACCKE_KRCCEVINE-1	0.016
689340.706	5072557.328	1438.844	7.0	0.10427291	REZOVACCKE_KRCCEVINE-1	0.009
689340.706	5072557.328	1439.844	10.0	0.040928572	REZOVACCKE_KRCCEVINE-1	0.083
689340.706	5072557.328	1440.844	10.0	0.040928572	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1441.844	10.0	0.040928572	REZOVACCKE_KRCCEVINE-1	0.034
689340.706	5072557.328	1442.844	10.0	0.040928572	REZOVACCKE_KRCCEVINE-1	0.001
689340.706	5072557.328	1443.844	10.0	0.040928572	REZOVACCKE_KRCCEVINE-1	0.129
689340.706	5072557.328	1444.844	10.0	0.040928572	REZOVACCKE_KRCCEVINE-1	0.014
689340.706	5072557.328	1445.844	10.0	0.040928572	REZOVACCKE_KRCCEVINE-1	0.024
689340.706	5072557.328	1446.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.032
689340.706	5072557.328	1447.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.026
689340.706	5072557.328	1448.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.048
689340.706	5072557.328	1449.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.606
689340.706	5072557.328	1450.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.624
689340.706	5072557.328	1451.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.696
689340.706	5072557.328	1452.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.797
689340.706	5072557.328	1453.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.279
689340.706	5072557.328	1454.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.207
689340.706	5072557.328	1455.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.019
689340.706	5072557.328	1456.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.008
689340.706	5072557.328	1457.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.485
689340.706	5072557.328	1458.844	10.0	0.15825193	REZOVACCKE_KRCCEVINE-1	0.027
689340.706	5072557.328	1459.844	10.0	0.16846459	REZOVACCKE_KRCCEVINE-1	0.205
689340.706	5072557.328	1460.844	10.0	0.16846459	REZOVACCKE_KRCCEVINE-1	0.039
689340.706	5072557.328	1461.844	10.0	0.16846459	REZOVACCKE_KRCCEVINE-1	0.293
689340.706	5072557.328	1462.844	10.0	0.16846459	REZOVACCKE_KRCCEVINE-1	0.546
689340.706	5072557.328	1463.844	10.0	0.16846459	REZOVACCKE_KRCCEVINE-1	0.057
689340.706	5072557.328	1464.844	10.0	0.16846459	REZOVACCKE_KRCCEVINE-1	0.324
689340.706	5072557.328	1465.844	10.0	0.16846459	REZOVACCKE_KRCCEVINE-1	0.001
689340.706	5072557.328	1466.844	10.0	0.16846459	REZOVACCKE_KRCCEVINE-1	0.199
689340.706	5072557.328	1467.844	10.0	0.16846459	REZOVACCKE_KRCCEVINE-1	0.149
689340.706	5072557.328	1468.844	10.0	0.16846459	REZOVACCKE_KRCCEVINE-1	0.03
689340.706	5072557.328	1469.844	10.0	0.07347274	REZOVACCKE_KRCCEVINE-1	0.008
689340.706	5072557.328	1470.844	10.0	0.07347274	REZOVACCKE_KRCCEVINE-1	0.088
689340.706	5072557.328	1471.844	10.0	0.07347274	REZOVACCKE_KRCCEVINE-1	0.146
689340.706	5072557.328	1472.844	10.0	0.07347274	REZOVACCKE_KRCCEVINE-1	0.085
689340.706	5072557.328	1473.844	10.0	0.07347274	REZOVACCKE_KRCCEVINE-1	0.085
689340.706	5072557.328	1474.844	10.0	0.07347274	REZOVACCKE_KRCCEVINE-1	0.122
689340.706	5072557.328	1475.844	10.0	0.07347274	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1476.844	10.0	0.07347274	REZOVACCKE_KRCCEVINE-1	0.008
689340.706	5072557.328	1477.844	10.0	0.07347274	REZOVACCKE_KRCCEVINE-1	0.007
689340.706	5072557.328	1478.844	10.0	0.07347274	REZOVACCKE_KRCCEVINE-1	0.045
689340.706	5072557.328	1479.844	10.0	0.07347274	REZOVACCKE_KRCCEVINE-1	0.315
689340.706	5072557.328	1480.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.19
689340.706	5072557.328	1481.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.02
689340.706	5072557.328	1482.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.004
689340.706	5072557.328	1483.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.006
689340.706	5072557.328	1484.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.107
689340.706	5072557.328	1485.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.002
689340.706	5072557.328	1486.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.012
689340.706	5072557.328	1487.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.008
689340.706	5072557.328	1488.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1489.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1490.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.002
689340.706	5072557.328	1491.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1492.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.111
689340.706	5072557.328	1493.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.001
689340.706	5072557.328	1494.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1495.844	10.0	0.025190024	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1496.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.037
689340.706	5072557.328	1497.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1498.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1499.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1500.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1501.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1502.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1503.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1504.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1505.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1506.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1507.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1508.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1510.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1511.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1512.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.007
689340.706	5072557.328	1513.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1514.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1515.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1516.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1517.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1518.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1519.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1520.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1521.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1522.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.073
689340.706	5072557.328	1523.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1524.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1525.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1526.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1527.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1528.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1529.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1530.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1531.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1532.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1533.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1534.844	10.0	0.003516786	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1535.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1536.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1537.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1538.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1539.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1540.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1541.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1542.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1543.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1544.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1545.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1546.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1547.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1548.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1549.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1550.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1551.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1552.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1553.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1554.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1555.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1556.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1557.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1558.844	10.0	0.0024263144	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1559.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1560.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1561.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1562.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1563.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1564.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1565.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1566.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1567.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1568.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1569.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1570.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1571.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1572.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1573.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1574.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1575.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1576.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1577.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1578.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1579.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1580.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1581.844	10.0	0.0013747567	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1582.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1583.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1584.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1585.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1586.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1587.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1588.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1589.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1590.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1591.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1592.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1593.844	10.0	0.0031012339	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1594.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1595.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1596.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1597.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1598.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1599.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1600.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1601.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1602.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1603.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1604.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1605.844	10.0	-0.0037438215	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1606.844	10.0	0.032538757	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1607.844	10.0	0.032538757	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1608.844	10.0	0.032538757	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1609.844	10.0	0.032538757	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1610.844	10.0	0.032538757	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1611.844	10.0	0.032538757	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1612.844	10.0	0.032538757	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1613.844	10.0	0.032538757	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1614.844	10.0	0.032538757	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1615.844	10.0	0.032538757	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1616.844	10.0	0.032538757	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1617.844	10.0	-0.0012916384	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1618.844	10.0	-0.0012916384	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1619.844	10.0	-0.0012916384	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1620.844	10.0	-0.0012916384	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1621.844	10.0	-0.0012916384	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1622.844	10.0	-0.0012916384	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1623.844	10.0	-0.0012916384	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1624.844	10.0	-0.0012916384	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1625.844	10.0	-0.0012916384	REZOVACCKE_KRCCEVINE-1	0.0
689340.706	5072557.328	1626.844	10.0	-0.0012916384	REZOVACCKE_KRCCEVINE-1	0.0
